38,191000000,camera_front_link,-0.1796875,0.0,0.26701840409417477
38,398000000,camera_front_link,0.3515625,0.0,0.3357284960304606
38,644000000,camera_front_link,0.3703125,0.0,0.3562585662347293
38,858000000,camera_front_link,0.3796875,-0.5145833333333333,0.28717712848519117
39,59000000,camera_front_link,0.3953125,-0.7916666666666666,0.15330824494706735
39,317000000,camera_front_link,0.3890625,0.50625,0.1928469377673651
39,524000000,camera_front_link,0.365625,0.4666666666666667,0.15465987758424937
39,799000000,camera_front_link,0.315625,0.5958333333333333,0.20280323072038325
40,57000000,camera_front_link,0.3640625,0.01875,0.18156962658130626
40,317000000,camera_front_link,0.2671875,0.5520833333333334,0.250309866559181
40,522000000,camera_front_link,-0.7578125,0.6333333333333333,0.0958043151265902
40,748000000,camera_front_link,0.24375,0.6291666666666667,0.2402391386722821
40,968000000,camera_front_link,-0.7578125,0.6625,0.09699463379164333
41,169000000,camera_front_link,0.0,0.6708333333333333,0.3049858315100474
41,377000000,camera_front_link,0.0,0.63125,0.3289201674608901
41,616000000,camera_front_link,0.0,0.7291666666666666,0.2856000399378473
41,817000000,camera_front_link,0.0,0.7583333333333333,0.2620531911654579
42,84000000,camera_front_link,-0.684375,-0.00625,0.10836588052749814
42,343000000,camera_front_link,-0.7,0.22708333333333333,0.11600970628841796
42,553000000,camera_front_link,-0.6765625,0.03125,0.1102365620353565
42,820000000,camera_front_link,-0.753125,0.7916666666666666,0.10582405430123154
43,88000000,camera_front_link,0.271875,0.5708333333333333,0.2630806450145088
43,362000000,camera_front_link,0.2921875,0.7666666666666667,0.17565099340560247
43,583000000,camera_front_link,0.3515625,0.775,0.15123192040703576
43,805000000,camera_front_link,0.3625,-0.2604166666666667,0.19500913940922102
44,7000000,camera_front_link,0.35625,-0.55625,0.2656778440082556
44,208000000,camera_front_link,0.353125,-0.27291666666666664,0.2892018245317619
44,478000000,camera_front_link,0.3546875,-0.03333333333333333,0.32599195074897935
44,731000000,camera_front_link,0.35625,0.0,0.35281028564406963
44,992000000,camera_front_link,-0.0890625,-0.06875,0.23297498524519752
45,264000000,camera_front_link,0.346875,0.0,0.3339603883930323
45,539000000,camera_front_link,-0.153125,0.0,0.22862477361251776
45,780000000,camera_front_link,-0.1671875,0.0,0.22851796206069883
45,982000000,camera_front_link,-0.165625,0.0,0.2654480108879609
46,186000000,camera_front_link,-0.7453125,-0.08958333333333333,0.10759148541764352
46,446000000,camera_front_link,0.3171875,0.0,0.3452028955013269
46,654000000,camera_front_link,-0.2203125,0.0,0.27269318338679643
46,858000000,camera_front_link,-0.228125,0.0,0.2701498788288642
47,62000000,camera_front_link,-0.2125,0.0,0.246295799992103
47,288000000,camera_front_link,-0.2109375,0.0,0.2650222941683397
47,500000000,camera_front_link,-0.215625,0.0,0.25929027230596213
47,708000000,camera_front_link,-0.2203125,0.0,0.2690201222434393
47,912000000,camera_front_link,-0.234375,0.0,0.2696569000600578
48,157000000,camera_front_link,-0.2625,0.0,0.22062533197567094
48,374000000,camera_front_link,-0.2859375,0.0,0.23711162735750646
48,607000000,camera_front_link,-0.1609375,0.0,0.2453000593979239
48,810000000,camera_front_link,-0.175,0.0,0.24170061947195126
49,26000000,camera_front_link,0.3859375,0.0,0.38643850325359014
49,280000000,camera_front_link,0.4140625,-0.5125,0.2841495500557321
49,526000000,camera_front_link,-0.6640625,0.6583333333333333,0.1597040108881114
49,738000000,camera_front_link,-0.6734375,0.38333333333333336,0.12979099785809492
49,938000000,camera_front_link,0.0,0.6333333333333333,0.4428026860239219
50,195000000,camera_front_link,0.0,0.5416666666666666,0.4734271863563076
50,403000000,camera_front_link,0.0,0.56875,0.4658097892548255
50,604000000,camera_front_link,0.0,0.6333333333333333,0.3359411337012781
50,860000000,camera_front_link,0.0,0.6791666666666667,0.32854697568897967
51,66000000,camera_front_link,0.0,0.6583333333333333,0.3860466065410691
51,267000000,camera_front_link,0.0,0.6333333333333333,0.37007343285235295
51,471000000,camera_front_link,0.0,0.64375,0.3319806946806169
51,723000000,camera_front_link,0.2984375,0.3125,0.2272323073076868
